vehicle_id,cell_chemistry,cycle_number,calendar_age_days,soh_pct,capacity_Ah,nominal_capacity_kWh,internal_resistance_mOhm,eis_impedance_1kHz_Ohm,voltage_OCV_V,dod_pct,c_rate_charge,c_rate_discharge,temperature_C,data_source
V00097,NMC,70,399.0,98.9,74.17,75.0,18.25,0.018,4.096,86.5,3.0,1.83,37.7,synthetic
V00097,NMC,76,410.0,99.36,74.52,75.0,18.1,0.0198,4.096,62.1,2.17,0.7,29.9,real_calibrated
V00097,NMC,77,412.0,99.38,74.53,75.0,18.44,0.0197,4.102,72.8,2.51,0.52,28.6,real_calibrated
V00097,NMC,80,417.0,99.16,74.37,75.0,18.39,0.0201,4.102,76.2,2.44,2.3,22.2,real_calibrated
V00097,NMC,83,422.0,98.91,74.18,75.0,18.03,0.0179,4.087,84.4,2.89,1.18,35.6,real_calibrated
V00097,NMC,84,424.0,99.29,74.47,75.0,18.45,0.0167,4.094,66.2,2.93,2.11,28.6,real_calibrated
V00097,NMC,85,426.0,99.48,74.61,75.0,17.46,0.0179,4.121,84.4,1.79,1.4,20.1,real_calibrated
V00097,NMC,86,428.0,99.07,74.3,75.0,18.51,0.018,4.104,87.0,2.34,1.77,26.1,real_calibrated
V00097,NMC,87,430.0,99.11,74.33,75.0,18.1,0.018,4.095,33.9,2.62,2.32,26.8,real_calibrated
V00097,NMC,89,433.0,98.93,74.2,75.0,18.21,0.0175,4.081,86.6,0.6,1.49,47.1,real_calibrated
V00097,NMC,91,437.0,98.68,74.01,75.0,19.49,0.0198,4.098,63.8,1.64,1.06,16.8,synthetic
V00097,NMC,93,440.0,98.82,74.11,75.0,17.62,0.0177,4.092,82.0,1.87,1.36,25.3,synthetic
V00097,NMC,96,446.0,99.43,74.57,75.0,18.14,0.0195,4.095,35.4,2.58,2.23,46.5,synthetic
V00097,NMC,98,449.0,99.24,74.43,75.0,18.6,0.0197,4.106,69.1,1.73,1.29,43.9,real_calibrated
V00097,NMC,99,451.0,99.02,74.27,75.0,19.5,0.0208,4.098,48.3,2.99,1.53,13.1,real_calibrated
V00097,NMC,107,466.0,98.22,73.67,75.0,17.97,0.018,4.08,79.2,2.89,1.93,35.1,synthetic
V00097,NMC,110,471.0,99.03,74.27,75.0,18.73,0.0182,4.104,89.2,1.63,1.86,33.0,real_calibrated
V00097,NMC,112,475.0,99.43,74.57,75.0,18.98,0.0188,4.099,62.8,2.88,0.82,35.2,synthetic
V00097,NMC,113,476.0,98.61,73.96,75.0,19.45,0.0185,4.095,48.6,1.41,0.99,23.3,synthetic
V00097,NMC,115,480.0,99.07,74.3,75.0,18.5,0.0186,4.097,35.6,0.87,1.69,12.1,real_calibrated
V00097,NMC,117,484.0,98.63,73.97,75.0,17.45,0.018,4.101,39.3,0.71,2.33,19.2,real_calibrated
V00097,NMC,118,485.0,98.76,74.07,75.0,18.01,0.0181,4.098,56.1,1.53,1.92,42.5,real_calibrated
V00097,NMC,121,491.0,98.13,73.6,75.0,18.74,0.0185,4.115,86.3,2.25,2.09,31.1,real_calibrated
V00097,NMC,122,493.0,98.5,73.88,75.0,18.5,0.0177,4.079,41.7,0.35,1.37,32.2,real_calibrated
V00097,NMC,123,494.0,98.27,73.7,75.0,19.25,0.0186,4.099,72.1,1.94,1.16,30.9,synthetic
V00097,NMC,124,496.0,98.7,74.03,75.0,17.85,0.0171,4.091,90.1,1.13,2.3,21.8,real_calibrated
V00097,NMC,126,500.0,98.79,74.09,75.0,18.58,0.0185,4.096,59.4,1.22,1.85,27.6,synthetic
V00097,NMC,128,503.0,98.37,73.78,75.0,19.17,0.018,4.079,33.1,0.98,2.43,31.0,real_calibrated
V00097,NMC,129,505.0,98.01,73.51,75.0,17.94,0.0167,4.094,69.9,0.34,2.33,29.9,synthetic
V00097,NMC,131,509.0,98.47,73.85,75.0,17.98,0.0186,4.094,61.4,1.97,0.84,20.5,real_calibrated
V00097,NMC,132,511.0,98.68,74.01,75.0,17.9,0.019,4.091,39.3,2.95,1.8,25.4,synthetic
V00097,NMC,133,512.0,99.05,74.29,75.0,18.3,0.0201,4.107,52.3,0.83,2.09,13.3,synthetic
V00097,NMC,134,514.0,98.36,73.77,75.0,18.05,0.0179,4.078,84.5,0.45,1.53,37.6,real_calibrated
V00097,NMC,135,516.0,98.6,73.95,75.0,18.8,0.0172,4.102,83.5,0.95,0.74,29.1,synthetic
V00097,NMC,138,521.0,98.71,74.03,75.0,17.93,0.0178,4.092,56.5,2.82,1.09,22.4,synthetic
V00097,NMC,139,523.0,98.86,74.14,75.0,18.77,0.0195,4.089,82.5,0.5,1.6,46.0,synthetic
V00097,NMC,140,525.0,98.04,73.53,75.0,17.95,0.018,4.11,51.7,2.93,1.5,27.9,real_calibrated
V00097,NMC,144,532.0,97.91,73.43,75.0,18.22,0.0188,4.087,35.1,1.71,1.97,38.6,real_calibrated
V00097,NMC,145,534.0,98.76,74.07,75.0,18.65,0.0191,4.092,87.0,0.85,1.08,37.8,real_calibrated
V00097,NMC,146,536.0,98.39,73.79,75.0,17.77,0.0182,4.102,80.3,2.44,2.39,36.8,real_calibrated
V00097,NMC,147,538.0,98.39,73.79,75.0,19.2,0.0184,4.105,40.8,0.54,0.8,30.4,real_calibrated
V00097,NMC,150,543.0,97.63,73.22,75.0,18.77,0.018,4.083,53.2,0.98,1.3,38.2,real_calibrated
V00097,NMC,151,545.0,98.43,73.82,75.0,17.88,0.0191,4.106,65.3,1.92,2.11,27.5,real_calibrated
V00097,NMC,152,547.0,98.25,73.69,75.0,18.83,0.0181,4.09,42.6,2.52,1.48,9.0,real_calibrated
V00097,NMC,154,550.0,98.39,73.79,75.0,18.54,0.0178,4.124,64.0,2.13,1.62,20.1,real_calibrated
V00097,NMC,156,554.0,98.06,73.55,75.0,19.06,0.0186,4.107,34.1,0.31,0.74,15.0,real_calibrated
V00097,NMC,158,557.0,98.08,73.56,75.0,18.99,0.0185,4.102,70.8,2.54,1.98,31.6,real_calibrated
V00097,NMC,162,565.0,98.61,73.96,75.0,18.12,0.0192,4.085,87.6,2.61,1.41,30.1,synthetic
V00097,NMC,164,568.0,98.57,73.93,75.0,18.46,0.0173,4.111,82.7,1.94,1.13,22.6,synthetic
V00097,NMC,165,570.0,98.1,73.58,75.0,17.87,0.0182,4.109,36.5,2.98,1.96,25.9,synthetic
V00097,NMC,166,572.0,98.07,73.55,75.0,18.61,0.0188,4.088,81.8,1.69,2.44,24.6,real_calibrated
V00097,NMC,170,579.0,98.02,73.52,75.0,18.09,0.0188,4.112,43.9,0.95,1.44,22.7,synthetic
V00097,NMC,173,584.0,97.91,73.43,75.0,17.83,0.0183,4.076,39.9,1.4,1.97,19.1,real_calibrated
V00097,NMC,174,586.0,98.25,73.69,75.0,19.04,0.0189,4.099,49.0,1.87,2.41,22.5,real_calibrated
V00097,NMC,176,590.0,97.98,73.48,75.0,18.16,0.0167,4.093,68.8,1.26,1.61,6.6,synthetic
V00097,NMC,177,592.0,98.09,73.57,75.0,17.77,0.0183,4.103,83.4,0.97,2.42,43.2,real_calibrated
V00097,NMC,181,599.0,98.1,73.58,75.0,18.85,0.02,4.095,62.0,2.72,2.08,33.0,real_calibrated
V00097,NMC,182,601.0,97.74,73.31,75.0,19.19,0.0179,4.106,38.8,2.38,0.66,17.2,real_calibrated
V00097,NMC,183,602.0,98.11,73.58,75.0,19.12,0.019,4.09,44.9,0.52,0.81,24.2,real_calibrated
V00097,NMC,188,611.0,97.94,73.45,75.0,17.92,0.018,4.091,82.8,2.46,0.55,30.8,real_calibrated
V00097,NMC,192,619.0,97.35,73.01,75.0,18.56,0.0181,4.102,89.8,2.83,1.39,39.7,synthetic
V00097,NMC,193,620.0,97.33,73.0,75.0,18.14,0.0205,4.107,75.5,2.3,2.23,35.0,real_calibrated
V00097,NMC,200,633.0,98.08,73.56,75.0,18.23,0.0185,4.096,70.4,1.06,1.02,22.9,real_calibrated
V00097,NMC,201,635.0,97.89,73.42,75.0,19.61,0.0211,4.09,35.4,0.83,1.9,25.9,real_calibrated
V00097,NMC,203,638.0,97.01,72.76,75.0,19.37,0.0182,4.086,33.8,2.55,2.06,32.4,real_calibrated
V00097,NMC,209,649.0,97.13,72.85,75.0,18.95,0.0193,4.104,87.0,1.45,2.31,29.2,real_calibrated
V00097,NMC,211,653.0,97.63,73.22,75.0,18.51,0.0187,4.092,54.5,0.56,2.23,19.9,real_calibrated
V00097,NMC,212,655.0,97.7,73.28,75.0,18.83,0.0195,4.087,68.3,2.11,1.72,16.4,real_calibrated
V00097,NMC,213,656.0,97.41,73.06,75.0,18.58,0.0195,4.101,64.6,2.75,1.41,13.2,real_calibrated
V00097,NMC,214,658.0,97.76,73.32,75.0,18.31,0.0199,4.103,44.9,0.7,0.52,25.3,real_calibrated
V00097,NMC,217,664.0,97.35,73.01,75.0,18.12,0.0191,4.102,87.9,0.95,1.87,34.6,real_calibrated
V00097,NMC,218,665.0,97.43,73.07,75.0,18.11,0.0176,4.084,49.6,2.27,0.84,33.2,real_calibrated
V00097,NMC,222,673.0,98.08,73.56,75.0,18.07,0.0175,4.095,31.3,1.94,0.52,29.3,real_calibrated
V00097,NMC,223,674.0,97.57,73.18,75.0,18.48,0.0193,4.083,33.1,1.89,2.2,35.3,real_calibrated
V00097,NMC,230,687.0,98.23,73.67,75.0,17.38,0.0182,4.113,55.9,2.84,2.18,36.8,real_calibrated
V00097,NMC,233,692.0,97.44,73.08,75.0,19.26,0.0185,4.096,41.2,2.21,0.57,17.5,synthetic
V00097,NMC,238,701.0,97.58,73.19,75.0,18.05,0.0186,4.085,50.5,0.35,1.8,27.0,real_calibrated
V00097,NMC,239,703.0,97.38,73.03,75.0,18.77,0.0177,4.088,67.4,2.57,1.0,28.7,real_calibrated
V00097,NMC,240,705.0,96.81,72.61,75.0,18.62,0.018,4.095,37.5,0.65,0.98,23.8,real_calibrated
V00097,NMC,242,709.0,97.16,72.87,75.0,18.67,0.0201,4.095,43.0,2.93,2.05,25.6,real_calibrated
V00097,NMC,243,710.0,97.39,73.04,75.0,18.64,0.019,4.099,71.2,2.67,1.67,32.9,synthetic
V00097,NMC,250,723.0,97.09,72.82,75.0,18.21,0.0181,4.094,70.7,0.33,2.18,32.6,real_calibrated
V00097,NMC,252,727.0,96.86,72.64,75.0,18.5,0.0188,4.094,73.6,1.95,1.68,27.8,real_calibrated
V00098,LFP,0,142.0,99.87,59.92,60.0,14.67,0.0157,3.378,62.1,1.99,1.4,42.5,synthetic
V00098,LFP,1,144.0,100.0,60.16,60.0,13.17,0.0123,3.366,68.3,2.21,1.14,30.4,real_calibrated
V00098,LFP,2,146.0,100.0,60.01,60.0,14.59,0.0134,3.387,41.4,2.65,1.05,29.6,real_calibrated
V00098,LFP,3,147.0,100.0,60.04,60.0,15.26,0.0139,3.386,90.2,0.43,2.04,24.0,real_calibrated
V00098,LFP,6,153.0,100.0,60.19,60.0,13.78,0.0138,3.383,89.0,1.05,1.12,31.5,real_calibrated
V00098,LFP,9,158.0,99.58,59.75,60.0,14.22,0.0152,3.375,86.7,2.8,1.1,34.4,real_calibrated
V00098,LFP,13,165.0,100.0,60.07,60.0,14.23,0.0161,3.386,59.1,0.98,1.08,34.1,synthetic
V00098,LFP,16,171.0,99.81,59.89,60.0,13.81,0.0136,3.379,87.2,0.92,0.69,31.9,real_calibrated
V00098,LFP,18,174.0,99.82,59.89,60.0,14.51,0.014,3.397,92.2,1.99,2.18,15.1,real_calibrated
V00098,LFP,21,180.0,100.0,60.28,60.0,14.51,0.0149,3.379,49.2,2.86,0.71,37.0,synthetic
V00098,LFP,24,185.0,99.98,59.99,60.0,14.15,0.0136,3.388,33.9,2.06,1.11,40.7,synthetic
V00098,LFP,26,189.0,99.67,59.8,60.0,15.05,0.0131,3.39,44.5,2.8,2.31,33.1,synthetic
V00098,LFP,27,191.0,99.56,59.74,60.0,14.84,0.015,3.384,44.7,1.88,0.97,22.3,real_calibrated
V00098,LFP,34,203.0,99.69,59.81,60.0,14.68,0.015,3.369,34.9,0.83,0.67,29.0,real_calibrated
V00098,LFP,40,214.0,100.0,60.17,60.0,14.44,0.0144,3.385,70.2,0.73,0.82,28.4,real_calibrated
V00098,LFP,41,216.0,99.92,59.95,60.0,13.23,0.0137,3.379,73.7,0.76,1.18,23.2,real_calibrated
V00098,LFP,42,218.0,99.8,59.88,60.0,14.3,0.0163,3.368,67.0,0.64,0.99,39.2,real_calibrated
V00098,LFP,43,219.0,99.22,59.53,60.0,14.36,0.0149,3.383,89.6,2.57,0.52,23.9,real_calibrated
V00098,LFP,44,221.0,99.53,59.72,60.0,13.7,0.0153,3.382,46.0,0.97,1.15,29.1,synthetic
V00098,LFP,47,227.0,99.41,59.65,60.0,14.5,0.0162,3.38,49.0,0.71,1.34,20.5,real_calibrated
V00098,LFP,49,230.0,99.22,59.53,60.0,14.62,0.0158,3.367,34.6,0.53,1.05,32.4,real_calibrated
V00098,LFP,51,234.0,99.44,59.66,60.0,14.45,0.0136,3.348,47.5,2.6,2.33,31.2,real_calibrated
V00098,LFP,53,237.0,99.72,59.83,60.0,14.25,0.0143,3.399,62.9,0.74,2.49,23.4,synthetic
V00098,LFP,55,241.0,99.76,59.86,60.0,14.03,0.0131,3.372,40.6,1.25,1.79,20.7,real_calibrated
V00098,LFP,58,246.0,99.92,59.95,60.0,14.11,0.0143,3.369,38.9,2.4,0.63,17.2,synthetic
V00098,LFP,59,248.0,99.77,59.86,60.0,14.4,0.0143,3.38,30.9,2.62,1.51,20.8,synthetic
V00098,LFP,60,250.0,99.81,59.89,60.0,14.51,0.0155,3.385,87.5,2.36,1.58,46.1,real_calibrated
V00098,LFP,62,254.0,99.57,59.74,60.0,14.07,0.0138,3.386,56.1,2.59,1.21,30.6,synthetic
V00098,LFP,63,255.0,99.28,59.57,60.0,14.34,0.0136,3.379,86.5,1.94,1.46,23.9,real_calibrated
V00098,LFP,64,257.0,99.76,59.86,60.0,14.68,0.014,3.401,35.2,1.13,2.23,34.0,real_calibrated
V00098,LFP,70,268.0,99.36,59.62,60.0,14.39,0.0148,3.382,30.6,0.74,0.74,22.3,synthetic
V00098,LFP,73,273.0,99.88,59.93,60.0,14.17,0.013,3.378,72.4,2.99,1.56,29.5,real_calibrated
V00098,LFP,75,277.0,99.86,59.92,60.0,14.29,0.0136,3.374,80.1,0.51,1.55,33.7,real_calibrated
V00098,LFP,79,284.0,99.32,59.59,60.0,14.98,0.0148,3.378,57.8,2.35,2.1,25.1,synthetic
V00098,LFP,83,291.0,98.89,59.33,60.0,15.13,0.0148,3.373,89.7,2.13,2.16,10.5,real_calibrated
V00098,LFP,84,293.0,99.14,59.48,60.0,13.66,0.0134,3.392,60.6,2.09,0.75,25.2,real_calibrated
V00098,LFP,88,300.0,98.96,59.38,60.0,14.04,0.0149,3.387,91.7,2.03,2.44,43.8,real_calibrated
V00098,LFP,91,306.0,99.3,59.58,60.0,13.48,0.0129,3.381,52.8,2.11,2.19,15.8,real_calibrated
V00098,LFP,94,311.0,99.14,59.48,60.0,14.29,0.0145,3.375,45.0,1.57,0.87,17.2,real_calibrated
V00098,LFP,97,317.0,99.47,59.68,60.0,14.73,0.0151,3.365,63.6,0.46,1.77,26.5,real_calibrated
V00098,LFP,98,318.0,98.9,59.34,60.0,15.23,0.0142,3.39,80.1,1.06,0.59,26.6,real_calibrated
V00098,LFP,100,322.0,99.63,59.78,60.0,13.94,0.0157,3.368,91.3,0.75,2.04,19.6,real_calibrated
V00098,LFP,103,327.0,99.02,59.41,60.0,13.62,0.0138,3.375,83.4,0.93,1.22,40.1,real_calibrated
V00098,LFP,104,329.0,99.12,59.47,60.0,14.17,0.0162,3.383,86.8,2.18,0.65,32.4,synthetic
V00098,LFP,108,336.0,99.66,59.8,60.0,14.17,0.0134,3.391,69.4,0.52,1.39,26.0,real_calibrated
V00098,LFP,112,344.0,98.91,59.35,60.0,13.92,0.0149,3.378,73.8,2.82,2.49,28.4,real_calibrated
V00098,LFP,113,345.0,99.33,59.6,60.0,14.4,0.0128,3.371,82.8,0.34,2.48,29.4,real_calibrated
V00098,LFP,114,347.0,99.05,59.43,60.0,15.3,0.0144,3.378,38.7,0.33,0.95,16.3,synthetic
V00098,LFP,118,354.0,98.94,59.36,60.0,14.24,0.0148,3.375,86.7,1.17,1.17,37.1,synthetic
V00098,LFP,119,356.0,99.22,59.53,60.0,14.07,0.0135,3.383,89.0,0.38,1.13,34.6,real_calibrated
V00098,LFP,120,358.0,98.58,59.15,60.0,14.04,0.0146,3.381,49.3,1.67,1.21,35.6,real_calibrated
V00098,LFP,121,360.0,99.05,59.43,60.0,13.07,0.0138,3.388,47.6,2.15,1.45,15.0,synthetic
V00098,LFP,122,362.0,98.82,59.29,60.0,13.93,0.0141,3.377,44.6,1.53,1.02,40.4,synthetic
V00098,LFP,123,363.0,98.69,59.21,60.0,14.3,0.0144,3.379,86.6,2.35,0.88,20.6,real_calibrated
V00098,LFP,124,365.0,99.45,59.67,60.0,13.89,0.0136,3.389,40.1,0.83,2.12,21.0,real_calibrated
V00098,LFP,126,369.0,99.21,59.53,60.0,14.5,0.0129,3.383,53.5,1.3,0.56,25.6,synthetic
V00098,LFP,127,371.0,98.43,59.06,60.0,14.29,0.0146,3.372,55.0,0.86,1.02,30.5,synthetic
V00098,LFP,134,383.0,98.99,59.39,60.0,14.82,0.013,3.373,67.3,0.65,1.79,24.8,real_calibrated
V00098,LFP,138,390.0,98.92,59.35,60.0,13.99,0.0137,3.379,33.9,1.66,0.97,32.7,real_calibrated
V00098,LFP,139,392.0,98.67,59.2,60.0,14.34,0.0137,3.38,36.5,2.89,1.32,33.7,real_calibrated
V00098,LFP,140,394.0,98.57,59.14,60.0,14.97,0.0145,3.38,87.1,2.41,2.28,30.5,real_calibrated
V00098,LFP,146,405.0,99.26,59.56,60.0,14.62,0.0149,3.375,46.6,1.99,2.05,22.0,real_calibrated
V00098,LFP,147,407.0,98.91,59.35,60.0,14.76,0.0152,3.378,70.8,2.52,1.01,24.8,synthetic
V00098,LFP,151,414.0,98.8,59.28,60.0,14.73,0.0144,3.381,32.2,1.22,0.94,18.9,synthetic
V00098,LFP,156,423.0,98.77,59.26,60.0,13.44,0.0123,3.374,49.2,0.54,1.26,29.9,real_calibrated
V00098,LFP,161,432.0,98.77,59.26,60.0,14.01,0.0139,3.406,58.7,1.04,1.29,32.6,synthetic
V00098,LFP,162,434.0,98.57,59.14,60.0,13.28,0.0122,3.379,84.6,1.64,1.05,29.7,real_calibrated
V00098,LFP,163,435.0,98.46,59.08,60.0,13.19,0.0144,3.377,55.3,2.26,0.53,28.2,real_calibrated
V00098,LFP,165,439.0,98.83,59.3,60.0,14.92,0.0163,3.361,87.1,0.49,1.36,17.2,synthetic
V00098,LFP,166,441.0,98.72,59.23,60.0,14.32,0.0134,3.363,92.9,0.76,0.97,40.0,real_calibrated
V00098,LFP,167,443.0,98.82,59.29,60.0,14.29,0.0143,3.382,83.0,2.16,2.3,28.8,synthetic
V00098,LFP,168,444.0,99.34,59.6,60.0,13.76,0.0143,3.373,87.0,0.46,1.37,5.8,real_calibrated
V00098,LFP,175,457.0,98.65,59.19,60.0,14.28,0.0149,3.362,53.3,2.69,2.33,32.0,real_calibrated
V00098,LFP,176,459.0,97.96,58.78,60.0,14.59,0.0148,3.364,89.5,2.42,2.12,19.3,synthetic
V00098,LFP,178,462.0,98.87,59.32,60.0,14.32,0.015,3.385,62.9,2.01,1.63,40.5,real_calibrated
V00098,LFP,181,468.0,98.57,59.14,60.0,14.48,0.0133,3.374,57.3,2.84,2.04,32.4,synthetic
V00098,LFP,184,473.0,98.43,59.06,60.0,14.06,0.015,3.369,42.2,2.26,0.78,25.8,synthetic
V00098,LFP,185,475.0,98.74,59.24,60.0,14.55,0.0137,3.383,70.1,0.9,1.83,23.3,synthetic
V00098,LFP,186,477.0,98.2,58.92,60.0,14.07,0.014,3.392,37.2,0.58,0.99,22.9,synthetic
V00098,LFP,187,479.0,98.51,59.11,60.0,14.15,0.0151,3.392,56.0,0.44,1.34,26.2,synthetic
V00098,LFP,189,482.0,98.44,59.06,60.0,14.35,0.0147,3.386,68.3,2.11,0.66,9.3,synthetic
V00098,LFP,193,489.0,98.54,59.12,60.0,13.99,0.0152,3.382,84.8,2.58,2.33,40.6,real_calibrated
V00098,LFP,195,493.0,98.36,59.02,60.0,14.59,0.0137,3.384,89.3,0.92,2.31,34.5,real_calibrated
V00098,LFP,202,506.0,98.24,58.94,60.0,14.42,0.0131,3.371,90.5,2.55,1.98,20.9,synthetic
V00098,LFP,203,507.0,98.42,59.05,60.0,14.71,0.0142,3.358,61.0,1.96,2.28,39.9,synthetic
V00098,LFP,205,511.0,98.44,59.06,60.0,13.81,0.0145,3.363,50.1,1.94,2.3,22.0,real_calibrated
V00098,LFP,206,513.0,98.07,58.84,60.0,13.49,0.0139,3.383,72.6,2.75,0.7,10.5,real_calibrated
V00098,LFP,208,516.0,97.88,58.73,60.0,13.64,0.0141,3.372,74.5,2.84,1.16,36.9,real_calibrated
V00098,LFP,210,520.0,98.81,59.29,60.0,14.56,0.014,3.377,35.0,2.04,0.74,13.7,real_calibrated
V00098,LFP,214,527.0,98.37,59.02,60.0,14.17,0.0119,3.371,59.3,2.11,0.94,32.3,synthetic
V00098,LFP,215,529.0,97.84,58.7,60.0,13.48,0.0124,3.36,84.9,2.75,2.1,25.7,synthetic
V00098,LFP,216,531.0,98.08,58.85,60.0,15.43,0.0152,3.358,82.1,0.3,0.53,20.3,synthetic
V00098,LFP,217,533.0,98.89,59.33,60.0,14.73,0.0145,3.366,68.9,2.96,2.48,41.0,real_calibrated
V00098,LFP,221,540.0,98.41,59.05,60.0,14.07,0.0143,3.388,56.5,0.61,1.77,41.8,real_calibrated
V00098,LFP,222,542.0,97.52,58.51,60.0,14.32,0.0152,3.379,63.2,2.5,1.84,23.0,synthetic
V00098,LFP,225,547.0,98.68,59.21,60.0,14.3,0.0148,3.389,37.9,1.17,2.07,13.9,synthetic
V00098,LFP,227,551.0,97.78,58.67,60.0,14.91,0.0149,3.363,40.7,2.64,0.96,20.9,real_calibrated
V00098,LFP,228,552.0,98.05,58.83,60.0,13.73,0.0134,3.362,65.6,0.55,1.78,33.4,synthetic
V00098,LFP,230,556.0,98.57,59.14,60.0,14.15,0.0133,3.368,79.8,1.66,0.9,20.3,real_calibrated
V00098,LFP,231,558.0,98.31,58.99,60.0,15.08,0.0159,3.373,43.9,1.52,2.31,36.3,synthetic
V00098,LFP,232,560.0,98.51,59.11,60.0,13.41,0.0136,3.387,88.8,2.81,1.75,23.2,real_calibrated
V00098,LFP,235,565.0,98.66,59.2,60.0,13.16,0.0121,3.381,64.3,1.42,1.65,29.5,real_calibrated
V00098,LFP,242,578.0,97.95,58.77,60.0,14.18,0.0151,3.384,69.8,2.11,0.76,35.9,real_calibrated
V00098,LFP,243,579.0,97.85,58.71,60.0,14.7,0.014,3.37,52.3,0.97,1.71,32.8,real_calibrated
V00098,LFP,250,592.0,98.39,59.03,60.0,13.64,0.0131,3.385,87.2,1.84,0.98,28.0,synthetic
V00098,LFP,256,603.0,97.82,58.69,60.0,14.96,0.0163,3.362,39.9,2.27,0.66,34.9,synthetic
V00098,LFP,257,605.0,98.23,58.94,60.0,14.2,0.0134,3.383,94.3,1.08,1.08,25.4,synthetic
V00098,LFP,260,610.0,97.26,58.36,60.0,14.14,0.0133,3.393,39.9,0.87,2.45,28.6,synthetic
V00098,LFP,264,617.0,97.61,58.57,60.0,14.55,0.0154,3.394,34.2,2.61,1.97,23.8,synthetic
V00098,LFP,267,623.0,97.63,58.58,60.0,14.88,0.0156,3.369,68.6,2.96,1.98,39.5,synthetic
V00098,LFP,268,624.0,98.02,58.81,60.0,14.02,0.0133,3.382,82.1,1.33,1.7,30.8,real_calibrated
V00098,LFP,272,632.0,97.04,58.22,60.0,15.15,0.0149,3.371,92.1,1.2,2.32,32.9,real_calibrated
V00098,LFP,273,633.0,98.0,58.8,60.0,13.99,0.014,3.361,86.0,1.69,1.48,24.3,real_calibrated
V00099,NMC,0,254.0,100.0,75.02,75.0,18.3,0.0189,4.105,78.7,2.46,2.21,20.3,real_calibrated
V00099,NMC,1,256.0,100.0,75.08,75.0,17.09,0.0173,4.078,76.4,2.08,1.95,30.9,real_calibrated
V00099,NMC,2,258.0,100.0,75.18,75.0,17.84,0.018,4.097,35.1,2.88,2.27,25.6,real_calibrated
V00099,NMC,5,263.0,99.99,74.99,75.0,18.81,0.0188,4.106,71.2,0.9,0.62,37.5,synthetic
V00099,NMC,9,270.0,100.0,75.05,75.0,18.43,0.0172,4.115,45.5,1.58,0.59,28.6,real_calibrated
V00099,NMC,13,277.0,99.61,74.71,75.0,19.0,0.0197,4.095,58.5,1.08,1.51,7.4,synthetic
V00099,NMC,14,279.0,99.92,74.94,75.0,18.43,0.0169,4.097,88.7,2.06,1.64,36.6,synthetic
V00099,NMC,15,281.0,100.0,75.1,75.0,18.23,0.0164,4.105,84.3,0.36,2.31,37.4,synthetic
V00099,NMC,17,285.0,100.0,75.09,75.0,18.43,0.0175,4.106,52.4,2.66,0.78,31.0,real_calibrated
V00099,NMC,19,288.0,99.96,74.97,75.0,19.7,0.0192,4.098,54.1,2.19,1.06,35.7,real_calibrated
V00099,NMC,23,295.0,99.75,74.81,75.0,19.37,0.0189,4.09,34.1,2.2,2.03,28.3,real_calibrated
V00099,NMC,24,297.0,100.0,75.06,75.0,18.22,0.0181,4.101,83.9,1.23,1.84,36.1,synthetic
V00099,NMC,25,299.0,99.68,74.76,75.0,18.23,0.018,4.103,44.8,2.83,1.72,33.1,real_calibrated
V00099,NMC,26,301.0,100.0,75.05,75.0,18.93,0.0168,4.112,48.3,2.36,1.52,32.8,real_calibrated
V00099,NMC,27,303.0,100.0,75.02,75.0,18.53,0.0178,4.099,61.9,2.62,1.97,23.6,real_calibrated
V00099,NMC,28,304.0,99.77,74.83,75.0,18.69,0.0193,4.103,80.0,2.98,1.53,15.5,real_calibrated
V00099,NMC,30,308.0,100.0,75.07,75.0,18.3,0.0177,4.109,61.1,0.77,1.74,26.6,real_calibrated
V00099,NMC,31,310.0,100.0,75.08,75.0,17.76,0.0187,4.09,80.5,2.66,1.49,30.4,synthetic
V00099,NMC,33,313.0,99.65,74.74,75.0,18.49,0.0174,4.084,83.4,1.67,0.62,33.2,synthetic
V00099,NMC,40,326.0,100.0,75.13,75.0,17.34,0.017,4.1,90.7,2.95,2.21,36.9,real_calibrated
V00099,NMC,41,328.0,99.96,74.97,75.0,18.7,0.0202,4.103,66.6,0.91,2.22,33.5,real_calibrated
V00099,NMC,43,331.0,99.26,74.44,75.0,18.32,0.0174,4.101,74.8,2.28,2.23,21.3,synthetic
V00099,NMC,44,333.0,99.8,74.85,75.0,17.7,0.0173,4.12,82.1,0.43,1.88,40.2,synthetic
V00099,NMC,45,335.0,99.76,74.82,75.0,17.64,0.0191,4.092,94.9,2.87,1.84,24.0,real_calibrated
V00099,NMC,51,346.0,99.56,74.67,75.0,19.27,0.0199,4.104,67.8,2.33,1.63,38.1,real_calibrated
V00099,NMC,53,349.0,99.24,74.43,75.0,19.05,0.019,4.1,65.7,0.54,1.61,15.3,real_calibrated
V00099,NMC,54,351.0,99.8,74.85,75.0,19.08,0.0204,4.104,37.5,2.99,1.37,34.5,real_calibrated
V00099,NMC,55,353.0,99.85,74.89,75.0,18.12,0.0175,4.083,73.9,2.37,1.46,17.2,synthetic
V00099,NMC,60,362.0,99.81,74.86,75.0,19.05,0.0187,4.103,87.5,0.68,1.71,36.5,real_calibrated
V00099,NMC,64,369.0,99.83,74.87,75.0,18.64,0.02,4.091,59.5,1.42,1.82,36.4,real_calibrated
